latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.959578,75.81576,438.0,19800,Asia/Kolkata,GMT+5:30

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),wind_speed_10m_max (km/h),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%),wind_speed_10m_min (km/h),wind_speed_10m_mean (km/h)
2015-11-07,1,23.6,29.0,18.6,0.00,0.00,12.9,70,33,49,5.2,9.8
2015-11-08,51,24.0,30.0,18.9,0.20,0.20,15.2,85,35,58,6.5,10.4
2015-11-09,51,23.8,30.0,19.8,0.20,0.20,14.4,81,38,62,4.7,11.2
2015-11-10,51,23.9,29.9,19.9,0.30,0.30,11.9,78,40,62,2.5,8.0
2015-11-11,0,23.7,29.8,18.4,0.00,0.00,10.6,86,33,58,3.2,7.7
2015-11-12,3,23.0,29.9,16.4,0.00,0.00,9.4,71,28,47,0.8,6.8
2015-11-13,3,23.7,31.1,16.9,0.00,0.00,10.3,77,25,49,1.4,6.5
2015-11-14,3,23.8,30.4,17.7,0.00,0.00,9.4,71,30,50,1.5,6.6
2015-11-15,0,24.3,30.8,18.8,0.00,0.00,10.6,72,29,50,5.1,7.9
2015-11-16,1,23.0,29.5,17.5,0.00,0.00,15.0,70,28,47,6.8,10.6
2015-11-17,0,21.3,27.7,16.1,0.00,0.00,11.5,47,16,32,7.1,9.2
2015-11-18,0,19.7,27.5,12.3,0.00,0.00,8.4,53,16,34,1.8,6.1
2015-11-19,1,20.0,27.3,13.4,0.00,0.00,8.0,58,22,40,1.0,6.4
2015-11-20,0,19.9,27.3,13.3,0.00,0.00,8.9,67,23,44,5.2,6.7
2015-11-21,3,19.7,27.3,12.4,0.00,0.00,8.2,78,25,50,4.0,6.2
2015-11-22,3,20.0,27.3,13.5,0.00,0.00,8.4,79,28,53,4.2,6.5
2015-11-23,2,20.4,27.2,14.1,0.00,0.00,10.3,78,28,52,3.3,7.2
2015-11-24,3,21.1,28.0,15.6,0.00,0.00,9.1,70,28,50,5.6,7.7
2015-11-25,3,21.2,27.6,15.7,0.00,0.00,10.7,61,27,45,0.8,6.3
2015-11-26,3,21.5,28.2,16.1,0.00,0.00,15.5,58,28,43,6.1,10.2
2015-11-27,3,18.2,24.4,11.9,0.00,0.00,15.0,48,23,34,8.6,11.6
2015-11-28,3,18.6,24.0,14.1,0.00,0.00,9.8,73,39,51,1.3,6.4
2015-11-29,3,19.1,25.3,13.3,0.00,0.00,7.5,78,33,57,1.1,5.0
2015-11-30,2,20.9,27.1,14.9,0.00,0.00,10.0,86,48,67,2.4,6.6
2015-12-01,55,20.3,25.9,17.1,2.60,2.60,9.8,95,58,81,2.7,6.2
2015-12-02,3,19.3,24.5,15.4,0.00,0.00,9.4,97,39,68,4.7,7.6
2015-12-03,0,17.8,24.2,12.2,0.00,0.00,9.2,83,32,57,2.3,7.2
2015-12-04,0,17.9,25.5,9.9,0.00,0.00,10.1,93,29,58,3.0,6.8
2015-12-05,3,19.2,26.4,11.9,0.00,0.00,7.9,75,29,51,0.4,4.7
2015-12-06,3,17.9,26.5,9.9,0.00,0.00,8.3,83,27,55,0.8,4.6
2015-12-07,3,18.7,26.3,11.2,0.00,0.00,10.2,87,30,58,1.5,6.3
2015-12-08,3,19.3,26.4,13.9,0.00,0.00,10.5,77,28,53,1.8,6.6
2015-12-09,51,19.4,26.4,11.8,0.50,0.50,12.1,82,31,55,3.3,8.3
2015-12-10,3,20.1,26.9,14.9,0.00,0.00,14.3,80,34,57,6.3,9.0
2015-12-11,0,16.5,22.2,10.9,0.00,0.00,18.9,90,24,51,6.6,11.3
2015-12-12,0,13.8,20.1,8.9,0.00,0.00,12.3,75,32,52,6.9,9.3
2015-12-13,0,13.0,19.8,6.9,0.00,0.00,8.2,86,23,54,2.8,6.1
2015-12-14,0,12.9,20.2,7.1,0.00,0.00,11.3,59,21,42,7.2,8.7
2015-12-15,1,13.2,20.7,7.0,0.00,0.00,9.9,63,26,46,4.0,6.9
2015-12-16,3,13.9,20.8,5.6,0.00,0.00,11.1,80,26,48,2.8,7.2
2015-12-17,1,14.0,21.1,7.9,0.00,0.00,9.6,75,28,52,3.6,6.9
2015-12-18,1,13.7,20.7,7.1,0.00,0.00,8.7,88,28,55,3.7,6.3
2015-12-19,3,13.4,20.4,6.8,0.00,0.00,10.5,78,28,52,2.5,6.8
2015-12-20,2,13.4,20.5,6.8,0.00,0.00,9.4,80,27,53,3.3,7.0
2015-12-21,3,13.2,19.9,6.8,0.00,0.00,8.3,78,28,53,2.6,6.3
2015-12-22,3,13.1,19.5,7.1,0.00,0.00,10.2,83,31,57,0.5,6.2
2015-12-23,2,13.1,19.9,6.5,0.00,0.00,10.5,90,32,59,2.3,5.5
2015-12-24,2,13.0,18.8,8.4,0.00,0.00,12.8,69,25,50,7.0,9.8
2015-12-25,1,12.0,19.8,4.9,0.00,0.00,8.2,71,19,45,3.3,5.8
2015-12-26,3,13.5,21.9,5.7,0.00,0.00,9.0,74,20,46,2.3,5.6
2015-12-27,3,15.8,24.7,8.9,0.00,0.00,9.4,57,19,42,3.4,6.7
2015-12-28,3,17.1,26.1,10.2,0.00,0.00,9.5,67,24,48,5.2,7.7
2015-12-29,3,17.8,26.0,11.3,0.00,0.00,9.8,73,28,53,5.6,7.3
2015-12-30,3,18.1,25.5,11.3,0.00,0.00,10.0,77,32,56,3.3,6.5
2015-12-31,3,18.0,25.0,13.1,0.00,0.00,12.9,73,32,53,6.9,9.0
2016-01-01,3,17.3,24.6,11.1,0.00,0.00,10.1,65,31,50,0.8,6.3
2016-01-02,1,17.0,24.2,10.8,0.00,0.00,9.1,83,31,56,1.8,6.5
2016-01-03,0,16.7,25.0,9.0,0.00,0.00,8.2,69,20,44,4.1,6.1
2016-01-04,3,18.3,25.8,10.7,0.00,0.00,9.2,62,33,49,2.8,6.4
2016-01-05,3,19.3,26.1,12.7,0.00,0.00,10.0,86,31,57,1.5,6.4
2016-01-06,3,19.2,25.9,13.2,0.00,0.00,10.1,78,31,54,2.0,5.3
2016-01-07,51,19.0,25.6,14.4,0.10,0.10,9.7,90,31,63,1.1,6.4
2016-01-08,1,17.8,24.6,12.4,0.00,0.00,14.6,94,33,65,1.1,8.6
2016-01-09,0,16.1,23.2,10.1,0.00,0.00,14.2,90,26,57,6.9,9.3
2016-01-10,0,16.3,23.9,8.2,0.00,0.00,7.9,85,26,51,1.1,4.9
2016-01-11,0,16.7,24.6,8.8,0.00,0.00,9.4,80,29,52,3.1,5.8
2016-01-12,0,17.5,24.4,11.7,0.00,0.00,10.6,72,28,50,3.6,7.3
2016-01-13,0,16.5,23.3,11.1,0.00,0.00,12.6,65,34,50,4.7,9.3
2016-01-14,3,15.3,21.8,8.8,0.00,0.00,11.5,91,42,63,0.4,7.4
2016-01-15,0,14.6,21.4,9.3,0.00,0.00,11.1,90,34,64,3.3,8.1
2016-01-16,0,12.9,19.9,6.8,0.00,0.00,9.5,92,34,66,4.7,7.3
2016-01-17,0,12.9,19.9,7.3,0.00,0.00,11.1,93,36,67,4.8,8.2
2016-01-18,1,13.5,20.5,7.5,0.00,0.00,9.9,91,39,65,4.4,7.9
2016-01-19,51,14.0,19.4,10.1,0.40,0.40,8.6,90,44,68,4.4,6.9
2016-01-20,1,12.5,18.2,7.2,0.00,0.00,8.2,93,42,69,4.1,6.6
2016-01-21,0,12.3,19.7,5.8,0.00,0.00,7.6,94,31,64,1.1,5.5
2016-01-22,0,12.5,20.2,4.4,0.00,0.00,10.9,92,31,59,3.0,6.7
2016-01-23,2,14.3,21.7,7.2,0.00,0.00,10.7,76,25,51,3.6,7.6
2016-01-24,2,14.0,21.7,7.3,0.00,0.00,10.8,94,30,64,3.4,7.3
2016-01-25,3,14.2,21.3,7.7,0.00,0.00,9.7,94,35,67,2.7,7.1
2016-01-26,3,15.5,22.7,8.9,0.00,0.00,11.2,93,36,65,6.5,9.1
2016-01-27,0,16.7,24.0,9.8,0.00,0.00,10.9,92,38,65,4.2,7.5
2016-01-28,0,17.6,24.5,11.0,0.00,0.00,10.5,90,37,62,2.5,6.6
2016-01-29,0,19.2,27.5,12.0,0.00,0.00,11.7,86,33,61,5.5,8.2
2016-01-30,1,20.1,27.3,12.4,0.00,0.00,12.4,91,35,61,1.8,8.5
2016-01-31,3,19.5,25.5,15.2,0.00,0.00,16.3,85,32,58,5.4,10.1
2016-02-01,3,17.8,23.4,13.1,0.00,0.00,12.7,71,27,48,1.8,8.0
2016-02-02,3,16.0,22.6,10.5,0.00,0.00,10.3,54,17,37,4.7,8.3
2016-02-03,0,14.9,22.6,7.8,0.00,0.00,12.1,58,20,39,4.6,8.4
2016-02-04,0,15.2,23.7,7.1,0.00,0.00,9.0,66,19,42,5.4,7.5
2016-02-05,1,15.8,23.6,7.6,0.00,0.00,9.1,71,23,45,3.0,6.2
2016-02-06,1,17.5,25.2,10.1,0.00,0.00,18.5,63,32,48,7.6,12.3
2016-02-07,1,17.5,24.4,11.7,0.00,0.00,15.0,82,29,55,6.6,10.1
2016-02-08,0,16.6,23.7,9.5,0.00,0.00,10.3,93,24,55,4.3,7.0
2016-02-09,0,16.9,24.1,8.8,0.00,0.00,8.7,91,27,54,0.7,4.5
2016-02-10,0,17.7,25.5,9.7,0.00,0.00,10.5,84,24,50,4.7,8.2
2016-02-11,0,17.4,25.2,10.0,0.00,0.00,13.7,72,16,39,5.4,8.7
2016-02-12,1,18.4,25.5,12.1,0.00,0.00,12.3,51,23,31,1.6,9.0
2016-02-13,0,18.0,25.4,10.7,0.00,0.00,13.6,89,19,52,2.3,8.9
2016-02-14,0,17.3,24.1,11.2,0.00,0.00,12.7,81,19,48,1.9,9.2
2016-02-15,2,17.6,24.2,12.0,0.00,0.00,14.2,56,26,41,4.2,10.6
2016-02-16,3,17.8,23.8,13.3,0.00,0.00,15.3,50,28,41,8.9,12.4
2016-02-17,2,19.2,24.9,14.5,0.00,0.00,14.8,61,35,46,9.3,12.2
2016-02-18,53,20.4,25.4,15.8,0.90,0.90,16.3,77,41,60,7.6,12.0
2016-02-19,3,23.3,30.0,16.9,0.00,0.00,12.5,84,41,64,3.2,9.0
2016-02-20,51,22.9,28.4,17.6,0.10,0.10,19.4,84,30,59,3.3,10.5
2016-02-21,1,19.4,26.8,13.5,0.00,0.00,13.8,92,18,52,8.1,10.8
2016-02-22,0,19.1,28.0,11.6,0.00,0.00,15.8,65,14,37,8.0,11.0
2016-02-23,0,20.0,29.2,11.9,0.00,0.00,14.8,65,11,33,7.1,10.3
2016-02-24,3,20.3,29.2,10.5,0.00,0.00,9.8,49,10,26,1.5,5.6
2016-02-25,3,21.0,29.5,12.0,0.00,0.00,11.5,61,13,33,3.2,7.6
2016-02-26,3,21.8,29.1,15.0,0.00,0.00,11.8,59,20,38,4.3,8.2
2016-02-27,0,21.6,28.9,14.1,0.00,0.00,9.9,75,24,45,1.6,6.8
2016-02-28,1,22.3,29.9,14.2,0.00,0.00,10.7,73,24,45,3.6,7.8
2016-02-29,1,23.4,30.4,16.6,0.00,0.00,11.2,71,24,45,1.9,7.6
2016-03-01,3,23.8,30.8,16.5,0.00,0.00,10.4,68,24,43,0.8,6.8
2016-03-02,3,25.2,32.7,18.1,0.00,0.00,11.8,61,18,38,3.3,7.9
2016-03-03,53,26.0,33.6,19.4,0.70,0.70,11.7,54,19,37,2.6,8.5
2016-03-04,3,25.0,32.7,16.8,0.00,0.00,12.8,48,15,30,2.7,6.9
2016-03-05,61,23.1,30.3,17.8,2.60,2.60,17.1,80,24,49,4.3,12.8
2016-03-06,3,21.7,28.4,16.2,0.00,0.00,14.8,88,27,61,3.3,10.4
2016-03-07,3,22.3,28.5,16.8,0.00,0.00,16.8,78,29,56,1.6,9.3
2016-03-08,1,22.1,28.5,15.8,0.00,0.00,10.8,92,27,57,5.1,8.0
2016-03-09,2,22.9,29.8,16.4,0.00,0.00,10.6,73,21,45,3.9,8.1
2016-03-10,3,24.5,31.0,16.7,0.00,0.00,9.5,68,24,41,6.9,8.1
2016-03-11,2,25.7,33.1,18.8,0.00,0.00,23.5,63,18,37,5.7,11.0
2016-03-12,51,24.5,31.9,17.3,1.10,1.10,20.7,77,21,40,4.5,10.6
2016-03-13,3,22.8,29.4,14.6,0.00,0.00,11.8,78,18,38,2.3,6.4
2016-03-14,1,22.8,29.6,16.9,0.00,0.00,13.0,58,19,37,2.6,9.6
2016-03-15,3,22.3,29.1,15.2,0.00,0.00,10.5,87,20,47,1.1,6.5
2016-03-16,2,23.1,30.4,15.5,0.00,0.00,9.4,61,17,35,1.5,5.7
2016-03-17,3,25.3,32.5,17.6,0.00,0.00,19.4,49,19,32,6.5,11.2
2016-03-18,3,26.7,32.9,20.6,0.00,0.00,11.9,59,24,38,4.2,7.8
2016-03-19,1,26.9,33.8,20.7,0.00,0.00,13.3,58,18,36,3.6,8.9
2016-03-20,0,26.5,34.8,18.2,0.00,0.00,15.0,81,10,37,6.5,10.6
2016-03-21,0,26.3,33.2,19.6,0.00,0.00,16.9,57,14,31,6.7,12.0
2016-03-22,0,24.1,31.7,17.4,0.00,0.00,20.2,46,8,24,8.7,15.1
2016-03-23,0,25.4,34.6,16.4,0.00,0.00,16.2,44,11,25,7.1,10.5
2016-03-24,2,27.9,36.7,18.4,0.00,0.00,12.2,39,11,24,4.3,8.4
2016-03-25,3,29.6,37.4,21.7,0.00,0.00,15.7,44,11,25,2.3,9.5
2016-03-26,3,26.8,32.7,21.2,0.00,0.00,20.3,50,24,36,7.4,13.1
2016-03-27,3,25.9,33.0,19.9,0.00,0.00,15.5,55,16,32,7.1,11.8
2016-03-28,3,25.7,33.6,16.9,0.00,0.00,13.5,40,10,23,0.0,8.2
2016-03-29,2,26.5,34.6,17.7,0.00,0.00,13.6,46,14,28,0.5,8.1
2016-03-30,3,28.1,36.0,20.5,0.00,0.00,11.8,45,13,28,2.3,7.3
2016-03-31,3,29.2,37.1,22.0,0.00,0.00,14.1,36,10,22,3.6,8.8
2016-04-01,3,29.9,38.2,20.7,0.00,0.00,13.5,39,16,24,6.3,9.6
2016-04-02,3,31.1,39.0,22.0,0.00,0.00,10.1,51,17,31,1.0,5.8
2016-04-03,3,32.0,38.6,25.2,0.00,0.00,17.3,42,16,27,7.9,11.2
2016-04-04,3,30.3,36.4,24.4,0.00,0.00,16.9,39,19,28,7.0,13.2
2016-04-05,51,29.5,36.4,22.5,0.10,0.10,14.0,45,16,30,0.8,7.8
2016-04-06,3,28.7,36.2,22.4,0.00,0.00,22.5,43,13,26,2.8,10.8
2016-04-07,3,27.9,34.5,21.5,0.00,0.00,15.7,52,13,26,7.6,11.5
2016-04-08,2,28.9,35.3,21.8,0.00,0.00,14.6,31,11,19,2.5,9.6
2016-04-09,3,29.6,36.1,22.4,0.00,0.00,12.6,30,13,19,1.0,6.8
2016-04-10,3,29.5,36.9,22.2,0.00,0.00,14.4,38,14,24,5.4,10.1
2016-04-11,3,28.4,35.0,21.6,0.00,0.00,18.7,41,16,27,6.2,13.3
2016-04-12,3,27.8,34.2,21.2,0.00,0.00,21.1,50,15,28,8.6,14.5
2016-04-13,0,29.2,36.9,20.7,0.00,0.00,22.4,43,13,24,7.1,13.2
2016-04-14,1,31.2,39.1,22.0,0.00,0.00,20.3,33,12,21,7.2,12.0
2016-04-15,3,33.2,40.2,26.0,0.00,0.00,20.7,27,12,18,7.4,14.2
2016-04-16,3,33.6,40.4,26.4,0.00,0.00,16.8,29,14,21,6.6,11.8
2016-04-17,3,32.7,38.2,27.4,0.00,0.00,18.2,35,14,23,8.9,13.7
2016-04-18,3,31.9,38.0,25.2,0.00,0.00,15.5,31,10,17,7.8,11.3
2016-04-19,51,31.4,37.6,26.1,0.10,0.10,14.7,29,13,21,8.9,12.2
2016-04-20,3,31.1,38.0,24.4,0.00,0.00,17.4,26,11,18,8.9,12.4
2016-04-21,3,31.6,38.5,24.5,0.00,0.00,19.8,38,12,22,8.0,12.8
2016-04-22,1,31.8,38.6,25.1,0.00,0.00,22.4,29,14,22,8.1,15.5
2016-04-23,0,29.9,36.6,22.7,0.00,0.00,15.7,33,5,15,7.5,11.9
2016-04-24,3,29.8,37.7,20.4,0.00,0.00,12.4,17,5,9,6.8,9.3
2016-04-25,3,30.6,37.9,20.8,0.00,0.00,11.0,26,8,14,4.8,8.2
2016-04-26,2,32.2,39.0,24.0,0.00,0.00,9.2,24,10,16,1.3,5.4
2016-04-27,2,31.5,39.1,23.7,0.00,0.00,12.0,29,9,17,2.6,8.5
2016-04-28,1,31.6,39.7,22.0,0.00,0.00,12.9,30,8,16,1.4,8.2
2016-04-29,2,32.4,40.3,23.1,0.00,0.00,16.1,26,6,13,4.9,9.5
2016-04-30,2,32.6,41.1,22.6,0.00,0.00,18.6,26,7,13,2.6,9.9
2016-05-01,1,33.2,42.1,22.8,0.00,0.00,16.1,27,6,14,3.8,10.7
2016-05-02,3,33.6,41.4,26.2,0.00,0.00,27.1,25,10,18,6.4,12.9
2016-05-03,3,33.6,40.4,26.9,0.00,0.00,15.9,32,9,18,1.8,10.4
2016-05-04,1,33.3,40.3,24.8,0.00,0.00,17.7,35,10,19,3.7,12.2
2016-05-05,53,30.9,37.9,24.0,0.80,0.80,24.4,49,14,26,6.5,9.7
2016-05-06,53,29.4,35.4,23.0,0.90,0.90,8.2,70,24,42,4.4,6.6
2016-05-07,1,31.5,38.0,23.6,0.00,0.00,10.6,53,16,30,2.8,6.3
2016-05-08,3,33.6,40.4,25.7,0.00,0.00,15.9,37,13,23,5.9,10.5
2016-05-09,3,34.0,41.7,25.9,0.00,0.00,15.3,40,13,24,2.6,10.1
2016-05-10,53,33.5,41.8,26.4,1.60,1.60,26.1,48,15,30,1.1,12.4
2016-05-11,2,33.3,41.0,25.8,0.00,0.00,18.2,57,15,32,1.1,8.2
2016-05-12,53,33.8,41.7,25.6,0.50,0.50,21.2,61,13,31,1.5,10.5
2016-05-13,2,34.8,41.7,26.8,0.00,0.00,18.1,42,12,23,4.4,11.6
2016-05-14,2,35.7,42.1,28.8,0.00,0.00,12.6,28,13,20,3.1,9.3
2016-05-15,3,35.0,42.7,28.3,0.00,0.00,11.5,32,11,22,2.0,8.4
2016-05-16,3,35.4,42.8,27.6,0.00,0.00,15.6,41,11,23,2.3,7.5
2016-05-17,0,35.4,43.5,26.0,0.00,0.00,20.1,38,10,20,5.8,12.3
2016-05-18,0,36.1,44.4,27.3,0.00,0.00,14.4,39,9,19,1.1,7.6
2016-05-19,1,37.7,45.9,28.8,0.00,0.00,14.9,34,8,20,6.3,9.7
2016-05-20,2,37.5,45.7,30.2,0.00,0.00,22.7,42,8,25,2.6,11.5
2016-05-21,53,36.9,44.8,28.9,1.40,1.40,27.3,39,12,24,4.8,19.1
2016-05-22,51,36.7,43.0,30.8,0.20,0.20,25.9,51,15,31,11.3,20.0
2016-05-23,53,35.3,42.4,30.1,1.10,1.10,23.6,53,17,36,2.1,15.0
2016-05-24,3,33.8,38.9,29.3,0.00,0.00,19.5,50,25,37,6.9,14.0
2016-05-25,53,34.1,40.4,29.7,1.00,1.00,28.9,52,15,35,7.6,20.1
2016-05-26,0,34.4,40.0,29.1,0.00,0.00,24.7,50,21,33,12.2,20.7
2016-05-27,51,35.1,40.9,30.1,0.20,0.20,25.9,50,16,32,13.4,20.5
2016-05-28,0,34.5,39.8,30.1,0.00,0.00,25.2,50,20,35,11.9,18.7
2016-05-29,51,34.5,40.1,29.9,0.20,0.20,19.0,50,22,35,1.5,11.2
2016-05-30,51,33.0,39.3,27.3,0.40,0.40,16.6,63,22,43,5.6,11.8
2016-05-31,1,33.6,40.3,26.4,0.00,0.00,16.6,69,19,39,5.7,10.1
2016-06-01,0,34.4,40.9,27.1,0.00,0.00,15.8,56,15,32,5.6,10.8
2016-06-02,1,35.2,40.8,28.9,0.00,0.00,17.1,44,18,29,6.9,11.6
2016-06-03,1,35.9,41.9,29.9,0.00,0.00,14.0,41,17,28,7.2,10.1
2016-06-04,0,36.6,43.5,29.5,0.00,0.00,19.9,29,11,19,9.3,13.0
2016-06-05,3,36.8,43.7,29.8,0.00,0.00,11.7,40,13,24,4.9,8.0
2016-06-06,2,37.4,43.6,31.5,0.00,0.00,18.3,43,12,25,4.0,10.2
2016-06-07,1,37.0,43.8,30.4,0.00,0.00,19.4,44,10,25,5.7,10.7
2016-06-08,51,36.8,43.2,29.8,0.10,0.10,15.0,39,13,23,3.4,8.9
2016-06-09,1,36.4,42.9,29.8,0.00,0.00,17.7,37,13,25,7.3,12.4
2016-06-10,1,36.1,42.3,31.0,0.00,0.00,21.1,50,18,34,9.3,15.3
2016-06-11,51,35.2,39.9,30.8,0.10,0.10,19.2,52,27,39,1.3,10.8
2016-06-12,51,34.1,39.8,29.8,0.10,0.10,18.6,62,26,42,1.8,10.5
2016-06-13,2,34.2,38.9,30.4,0.00,0.00,20.7,53,28,41,9.3,15.8
2016-06-14,1,33.7,37.8,30.0,0.00,0.00,24.5,55,30,42,13.1,18.2
2016-06-15,0,33.5,38.1,29.3,0.00,0.00,26.1,57,29,41,8.6,16.8
2016-06-16,3,34.2,39.1,29.6,0.00,0.00,18.1,51,27,38,2.5,11.5
2016-06-17,2,35.2,40.6,29.4,0.00,0.00,14.5,51,25,37,1.9,9.1
2016-06-18,3,35.4,40.4,30.5,0.00,0.00,18.7,55,26,40,3.9,9.2
2016-06-19,51,34.4,39.2,30.6,0.20,0.20,17.2,59,31,45,8.9,12.4
2016-06-20,53,33.9,38.7,30.2,1.30,1.30,15.9,63,36,51,1.9,9.1
2016-06-21,53,32.2,37.1,28.1,1.20,1.20,13.4,80,39,59,2.5,8.1
2016-06-22,53,29.4,35.5,25.3,5.60,5.60,12.1,96,48,74,2.5,6.8
2016-06-23,53,32.7,39.0,27.5,0.70,0.70,15.6,82,33,56,4.5,10.6
2016-06-24,61,31.6,38.2,26.1,9.60,9.60,13.7,86,36,61,3.0,10.2
2016-06-25,2,33.2,38.2,29.2,0.00,0.00,14.7,67,37,53,3.2,9.5
2016-06-26,51,32.1,37.5,27.0,0.50,0.50,7.8,84,38,59,2.7,5.4
2016-06-27,63,31.0,36.1,27.9,9.30,9.30,11.2,85,47,66,1.8,6.9
2016-06-28,63,29.3,33.7,25.5,16.10,16.10,10.4,94,56,76,2.7,6.5
2016-06-29,61,31.1,35.7,26.0,4.50,4.50,13.7,93,48,68,5.4,9.2
2016-06-30,3,32.7,36.8,28.5,0.00,0.00,5.6,76,43,59,0.5,3.5
2016-07-01,63,29.4,32.9,26.6,10.40,10.40,20.5,91,61,76,6.0,11.2
2016-07-02,61,28.4,33.0,26.3,12.50,12.50,11.7,92,57,80,1.8,8.5
2016-07-03,63,26.6,30.4,24.6,28.50,28.50,11.8,97,72,89,0.8,6.0
2016-07-04,51,28.2,33.4,25.1,2.20,2.20,16.2,94,58,82,6.7,11.6
2016-07-05,53,29.3,34.4,25.5,3.70,3.70,22.2,92,54,76,5.6,14.0
2016-07-06,51,30.0,34.0,27.7,0.80,0.80,21.1,83,53,67,2.3,10.0
2016-07-07,3,30.4,34.0,27.3,0.00,0.00,14.8,81,51,65,5.8,9.8
2016-07-08,51,30.0,34.7,27.0,1.10,1.10,17.8,89,53,68,3.3,11.3
2016-07-09,53,29.7,34.2,26.0,1.70,1.70,10.5,96,53,75,2.3,6.2
2016-07-10,51,29.9,34.6,26.0,1.20,1.20,12.1,93,53,73,1.4,7.1
2016-07-11,53,28.4,32.2,26.1,3.70,3.70,8.9,92,61,80,1.9,5.1
2016-07-12,53,28.3,31.7,25.5,3.90,3.90,9.4,93,63,80,0.4,4.2
2016-07-13,63,27.7,32.1,25.3,25.50,25.50,7.9,96,65,85,1.1,3.5
2016-07-14,61,27.5,31.7,25.1,7.70,7.70,13.3,96,63,85,5.4,9.4
2016-07-15,63,26.8,29.9,25.4,23.70,23.70,16.8,94,74,88,6.2,10.7
2016-07-16,63,25.3,26.6,24.9,29.00,29.00,17.5,96,85,93,7.4,12.6
2016-07-17,55,26.2,28.4,24.4,11.10,11.10,16.9,96,77,87,8.2,12.9
2016-07-18,53,28.0,31.7,25.0,1.30,1.30,23.3,85,63,75,6.5,15.2
2016-07-19,53,28.4,31.8,25.3,0.80,0.80,20.5,85,60,71,8.9,15.0
2016-07-20,53,29.0,33.1,25.5,0.70,0.70,19.5,80,57,69,7.1,13.8
2016-07-21,51,29.6,34.0,25.7,0.20,0.20,16.6,76,53,66,2.8,11.0
2016-07-22,51,29.2,33.2,25.3,0.30,0.30,16.6,75,52,66,3.6,10.1
2016-07-23,51,29.2,33.2,25.4,0.10,0.10,9.9,84,52,68,2.7,6.6
2016-07-24,61,28.6,33.1,25.5,2.70,2.70,10.5,93,53,77,1.5,4.8
2016-07-25,55,29.1,32.9,25.7,2.50,2.50,7.4,95,58,76,1.0,3.7
2016-07-26,61,28.7,33.7,25.9,10.20,10.20,13.6,95,56,81,1.9,6.3
2016-07-27,63,25.7,29.7,24.4,36.00,36.00,9.8,99,70,92,2.9,6.8
2016-07-28,61,25.7,28.9,24.2,15.00,15.00,6.9,96,71,89,2.0,4.3
2016-07-29,63,25.5,28.8,23.8,18.80,18.80,10.5,98,75,91,3.5,7.4
2016-07-30,63,25.6,28.5,23.9,13.80,13.80,10.8,98,79,91,3.9,7.1
2016-07-31,61,26.6,30.6,24.1,4.40,4.40,10.9,98,68,87,1.8,6.9
2016-08-01,53,27.4,32.5,24.6,1.70,1.70,12.4,96,60,83,2.4,7.9
2016-08-02,63,25.7,28.6,24.4,17.10,17.10,12.4,98,78,91,0.5,5.7
2016-08-03,63,26.7,30.8,24.0,10.60,10.60,13.8,96,66,85,5.5,9.5
2016-08-04,63,26.6,29.6,24.3,5.60,5.60,13.1,92,69,83,4.7,9.9
2016-08-05,61,27.1,30.9,24.0,4.40,4.40,12.6,96,69,85,4.0,8.7
2016-08-06,53,27.9,31.7,25.5,1.20,1.20,16.7,94,65,82,5.4,10.2
2016-08-07,63,27.1,29.9,24.9,7.20,7.20,13.1,95,73,85,1.1,9.1
2016-08-08,63,26.5,29.7,25.0,10.60,10.60,15.6,95,72,87,1.8,8.7
2016-08-09,61,26.4,29.7,24.3,8.00,8.00,13.5,96,73,87,0.4,6.4
2016-08-10,63,26.2,30.4,24.3,21.50,21.50,10.6,99,68,89,1.1,5.6
2016-08-11,63,24.9,27.6,23.7,21.80,21.80,14.2,99,81,94,5.4,10.4
2016-08-12,55,26.3,30.6,24.0,6.10,6.10,16.2,96,66,86,4.6,11.4
2016-08-13,51,27.0,30.6,24.4,2.90,2.90,14.5,94,68,84,4.5,10.0
2016-08-14,51,26.9,29.8,24.0,1.60,1.60,16.0,92,70,81,4.8,9.8
2016-08-15,3,27.2,31.2,23.7,0.00,0.00,17.9,84,62,73,9.8,14.6
2016-08-16,3,26.6,30.9,23.1,0.00,0.00,21.3,89,59,74,11.4,14.7
2016-08-17,3,26.2,29.7,22.5,0.00,0.00,16.7,90,62,76,5.4,9.5
2016-08-18,61,25.4,27.0,24.2,9.30,9.30,16.8,94,73,82,8.2,12.2
2016-08-19,63,26.4,30.1,23.9,13.90,13.90,13.0,95,69,85,5.8,8.9
2016-08-20,61,26.6,28.8,24.8,3.80,3.80,20.9,94,69,82,6.8,15.3
2016-08-21,55,24.9,26.3,23.4,4.40,4.40,18.6,91,73,83,7.9,14.3
2016-08-22,55,25.8,28.5,23.9,4.30,4.30,14.5,94,73,85,5.2,9.8
2016-08-23,63,26.3,30.5,23.8,11.50,11.50,17.3,96,69,85,4.0,10.7
2016-08-24,63,25.7,28.3,23.8,12.30,12.30,16.5,96,73,87,4.5,11.3
